student_id,name,subject,slot,section_label,status
10517,10517,미디어 영어,b,미디어 영어_b_1,assigned
10517,10517,도시의 미래 탐구,a,도시의 미래 탐구_a_1,assigned
10518,10518,사회와 문화,d,사회와 문화_d_1,assigned
10518,10518,문학과 영상,b,문학과 영상_b_1,assigned
10518,10518,정보,c,정보_c_1,assigned
10518,10518,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10519,10519,인간과 심리,d,인간과 심리_d_1,assigned
10519,10519,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10519,10519,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10519,10519,물질과 에너지,b,물질과 에너지_b_1,assigned
10520,10520,사회와 문화,d,사회와 문화_d_1,assigned
10520,10520,정보,c,정보_c_1,assigned
10520,10520,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10520,10520,물질과 에너지,b,물질과 에너지_b_1,assigned
10522,10522,인간과 심리,c,인간과 심리_c_1,assigned
10522,10522,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10522,10522,물질과 에너지,b,물질과 에너지_b_1,assigned
10522,10522,기하,d,기하_d_1,assigned
10523,10523,인간과 심리,c,인간과 심리_c_1,assigned
10523,10523,문학과 영상,d,문학과 영상_d_1,assigned
10523,10523,정보,a,정보_a_1,assigned
10523,10523,미디어 영어,b,미디어 영어_b_1,assigned
10524,10524,사회와 문화,d,사회와 문화_d_1,assigned
10524,10524,정보,c,정보_c_1,assigned
10524,10524,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10524,10524,물질과 에너지,b,물질과 에너지_b_1,assigned
10525,10525,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10525,10525,물질과 에너지,b,물질과 에너지_b_1,assigned
10525,10525,기하,d,기하_d_1,assigned
10525,10525,역학과 에너지,c,역학과 에너지_c_1,assigned
